sample,time,Throttle,SpeedMPH,RPM,CalcLoad,MAFVolts,MAF,STFT,LTFT,IAT,ECT,AFR,TargetAFR,CatTemp
92,13.950,21.5686,37.2823,2563,60,2.17773,32.01,0,0,31,80,1.00558,.999546,864.2
93,14.100,21.1765,37.2823,2570,58.8235,2.16309,31.24,.78125,0,31,80,1.00967,.999638,864.2
94,14.250,20.7843,37.2823,2588,56.0784,2.13379,30.25,.78125,0,31,80,1.00311,.999515,863.5
95,14.400,20.3922,37.9036,2596.25,54.1177,2.11914,29.59,.78125,0,31,80,.993659,.999241,863.5
96,14.550,21.1765,37.9036,2607.75,55.2941,2.16797,31.35,0,0,31,80,.999393,.999424,863.5
97,14.700,21.5686,37.9036,2620.25,58.4314,2.19238,32.57,1.5625,0,31,80,1.01303,.999729,863.5
98,14.850,21.1765,37.9036,2635.25,57.6471,2.16309,31.57,.78125,0,31,80,1.0083,.999607,862.9
99,15.000,20.3922,38.525,2639,53.7255,2.10449,28.84,-.78125,0,31,80,.978318,.998783,862.9
100,15.150,19.2157,38.525,2646.5,49.0196,2.02148,25.69,-1.5625,0,31,80,.98939,.999119,862.9
101,15.300,18.8235,38.525,2667,42.3529,1.96777,23.47,-.78125,0,31,80,1.00101,.999454,862.2
102,15.450,17.6471,38.525,2656.5,38.0392,1.86523,19.94,-.78125,0,31,80,1.01269,.999729,862.2
103,15.600,17.6471,38.525,2666.25,34.5098,1.85547,19.48,-1.5625,.78125,31,80,.995916,.999302,862.2
104,15.750,17.6471,38.525,2676.25,33.7255,1.8457,19.17,-.78125,.78125,31,80,1.01129,.999698,862.2
105,15.900,17.2549,38.525,2673,32.1569,1.80176,17.94,-.78125,.78125,31,80,1.01394,.999759,861.4
106,16.050,16.8627,38.525,2673,30.9804,1.76758,17.01,-.78125,.78125,31,80,1.00659,.999576,861.4
107,16.200,15.6863,39.1464,2680.25,27.0588,1.66504,14.18,0,.78125,31,80,1.00757,.999607,861.4
108,16.350,13.7255,38.525,2655.75,18.8235,1.41113,8.9,0,.78125,31,80,.960689,.998204,861
109,16.500,14.1176,38.525,2629.25,14.902,1.37695,8.02,0,2.34375,31,80,.903196,.996099,861
110,16.650,14.1176,38.525,2621.75,14.902,1.3916,8.39,0,2.34375,31,80,.989542,.999119,861
111,16.800,14.1176,38.525,2649.75,14.902,1.38672,8.3,0,2.34375,31,80,1.17516,1.00244,859.2
112,16.950,14.1176,37.9036,2646.75,14.902,1.38184,8.2,0,2.34375,31,80,1.38748,1.00568,859.2
113,17.100,14.1176,37.9036,2605.25,14.902,1.38672,8.25,0,2.34375,31,80,1.38748,1.00888,859.2
114,17.250,14.1176,37.9036,2599,14.902,1.37695,8.02,0,2.34375,31,80,1.38748,1.01248,859.2
115,17.400,14.1176,37.9036,2611.75,14.5098,1.37695,8.02,0,2.34375,31,80,1.38748,1.01291,857.7
116,17.550,14.902,37.9036,2589,16.4706,1.45508,9.57,0,.78125,31,80,1.38748,1.01291,857.7
117,17.700,15.2941,37.9036,2615.75,18.0392,1.50391,10.49,0,.78125,31,80,1.38748,1.00967,857.7
118,17.850,15.2941,37.9036,2593.25,20.3922,1.54785,11.45,1.5625,.78125,32,80,1.38748,1.00604,857.8
119,18.000,15.6863,37.2823,2601.25,21.5686,1.56738,11.92,5.46875,.78125,32,80,1.18801,1.00266,857.8
120,18.150,16.0784,37.9036,2593.25,23.1373,1.62109,13.13,5.46875,.78125,32,80,1.04533,1.00037,857.8
121,18.300,16.8627,37.9036,2607.75,25.8824,1.73828,15.89,7.03125,.78125,32,80,1.01858,.999851,857.8
122,18.450,17.2549,37.9036,2596.75,32.549,1.81152,18.1,7.8125,.78125,32,80,1.01498,.999759,857
123,18.600,17.2549,37.9036,2610,32.549,1.79199,17.57,7.03125,.78125,32,80,.977312,.998753,857
124,18.750,17.2549,37.9036,2619,32.9412,1.81152,18.1,4.6875,.78125,32,80,.960781,.998204,857
125,18.900,17.2549,37.9036,2620.5,32.9412,1.79688,17.71,5.46875,.78125,32,80,.982496,.998905,856.2
126,19.050,16.0784,37.9036,2622.5,29.0196,1.6748,14.55,3.90625,.78125,32,80,.972035,.99857,856.2
127,19.200,14.902,37.9036,2628.25,21.5686,1.49414,10.49,.78125,.78125,32,80,.944432,.997624,856.2
128,19.350,14.1176,37.9036,2597.75,16.8627,1.40625,8.61,-7.8125,.78125,32,80,.916189,.996587,855.7
129,19.500,13.7255,37.9036,2648,14.1176,1.33789,7.39,0,2.34375,32,80,.935588,.997289,855.7
130,19.650,14.1176,37.9036,2598.75,14.5098,1.37695,8.07,0,2.34375,32,80,1.07098,1.00077,855.7
131,19.800,14.1176,37.9036,2603.5,14.5098,1.37695,8.02,0,2.34375,32,80,1.27722,1.00394,855.7
132,19.950,14.1176,37.9036,2600.75,14.902,1.37695,8.11,0,2.34375,32,80,1.38748,1.00592,854.3
133,20.100,14.1176,37.9036,2604,14.5098,1.37207,7.98,0,2.34375,32,80,1.38748,1.00857,854.3
134,20.250,15.2941,37.2823,2593.25,16.4706,1.50879,10.49,0,.78125,32,80,1.38748,1.01211,854.3
135,20.400,16.0784,37.9036,2670.25,22.3529,1.65039,13.7,0,.78125,32,80,1.38748,1.01291,854.5
136,20.550,16.4706,37.9036,2574.25,26.2745,1.68945,14.67,0,.78125,32,80,1.38748,1.00998,854.5
137,20.700,16.4706,37.9036,2642.25,26.6667,1.68945,14.79,4.6875,.78125,32,80,1.38748,1.00635,854.5
138,20.850,16.0784,37.9036,2599.25,25.8824,1.63574,13.58,10.1563,.78125,32,80,1.19426,1.00275,854.5
139,21.000,14.1176,37.9036,2621,20,1.44531,9.43,6.25,.78125,32,80,.996801,.999333,854.2
140,21.150,13.7255,37.9036,2544.25,14.5098,1.34277,7.43,0,2.34375,32,80,.915152,.996527,854.2
141,21.300,14.1176,37.9036,2622,14.1176,1.37695,8.02,0,2.34375,32,80,.950746,.997838,854.2
142,21.450,14.1176,37.9036,2651.25,14.902,1.38184,8.11,0,2.34375,32,80,1.11423,1.00144,852.4
143,21.600,14.1176,37.9036,2576.75,15.2941,1.38184,8.16,0,2.34375,32,80,1.35655,1.00485,852.4
144,21.750,14.1176,37.9036,2592.25,14.5098,1.37207,7.98,0,2.34375,32,80,1.38748,1.0065,852.4
145,21.900,14.1176,37.9036,2603.5,14.5098,1.36719,7.93,0,2.34375,32,80,1.38748,1.00821,851
146,22.050,14.1176,37.9036,2600.5,14.5098,1.36719,7.84,0,2.34375,32,80,1.38748,1.01175,851
147,22.200,14.1176,37.2823,2593.75,14.5098,1.37207,8.02,0,2.34375,32,80,1.38748,1.01291,851
148,22.350,14.1176,37.9036,2593.25,14.5098,1.37207,8.02,0,2.34375,32,80,1.38748,1.01291,851
149,22.500,14.1176,37.2823,2579.75,14.5098,1.36719,7.93,0,2.34375,32,80,1.38748,1.01291,849.6
150,22.650,14.1176,37.2823,2577.25,14.5098,1.3623,7.84,0,2.34375,32,80,1.38748,1.01291,849.6
151,22.800,14.1176,37.2823,2584.5,14.5098,1.36719,7.93,0,2.34375,32,80,1.38748,1.01291,849.6
152,22.950,14.1176,37.2823,2575.75,14.5098,1.36719,7.88,0,2.34375,32,80,1.38748,1.01291,848.2
153,23.100,14.1176,37.2823,2571.75,14.902,1.36719,7.88,0,2.34375,32,80,1.38748,1.01291,848.2
154,23.250,14.1176,37.2823,2563.75,14.902,1.36719,7.93,0,2.34375,32,80,1.38748,1.01291,848.2
155,23.400,14.1176,37.2823,2569,14.902,1.3623,7.8,0,2.34375,32,80,1.38748,1.01291,848.2
156,23.550,14.1176,37.2823,2567.25,14.5098,1.36719,7.84,0,2.34375,32,80,1.38748,1.01291,846.9
157,23.700,14.1176,37.2823,2569,14.5098,1.35742,7.76,0,2.34375,32,80,1.38696,1.01291,846.9
158,23.850,14.1176,37.2823,2552.25,14.902,1.36719,7.88,0,2.34375,32,80,1.38748,1.01291,846.9
159,24.000,14.1176,37.2823,2543.75,14.902,1.36719,7.88,0,2.34375,32,80,1.38748,1.01291,845.5
160,24.150,14.1176,36.6609,2544,14.902,1.3623,7.84,0,2.34375,32,80,1.38696,1.01291,845.5
161,24.300,14.1176,36.6609,2532.5,14.902,1.3623,7.84,0,2.34375,32,80,1.38748,1.01291,845.5
162,24.450,13.7255,36.6609,2522.25,14.902,1.35742,7.76,0,2.34375,32,80,1.38748,1.01291,845.5
163,24.600,14.1176,36.6609,2512,14.902,1.3623,7.76,0,2.34375,32,80,1.38696,1.01291,844.2
164,24.750,14.1176,36.6609,2508.5,14.902,1.3623,7.84,0,2.34375,32,80,1.38748,1.01291,844.2
165,24.900,14.1176,36.0395,2486,15.2941,1.3623,7.8,0,2.34375,32,80,1.38748,1.01291,844.2
166,25.050,14.1176,36.0395,2476.75,15.2941,1.35742,7.76,0,2.34375,32,80,1.38748,1.01291,842.9
167,25.200,13.7255,36.0395,2460.75,15.2941,1.35742,7.72,0,2.34375,32,80,1.38696,1.01291,842.9
168,25.350,13.7255,35.4182,2455.75,14.902,1.34766,7.51,0,2.34375,32,80,1.38696,1.01291,842.9
169,25.500,13.7255,35.4182,2448,14.902,1.33789,7.39,0,2.34375,32,80,1.38748,1.01291,841.7
170,25.650,13.7255,35.4182,2445.75,14.902,1.34277,7.47,0,2.34375,32,80,1.38748,1.01291,841.7
171,25.800,13.7255,35.4182,2443.25,14.902,1.34277,7.43,0,2.34375,32,80,1.38696,1.01291,841.7
172,25.950,13.7255,35.4182,2439.25,14.902,1.34277,7.51,0,2.34375,32,80,1.38696,1.01291,841.7
173,26.100,13.7255,35.4182,2429.75,14.902,1.34277,7.47,0,2.34375,32,80,1.38696,1.01291,840.5
174,26.250,13.7255,35.4182,2437.75,14.902,1.34277,7.47,0,2.34375,32,80,1.38696,1.01291,840.5
175,26.400,13.7255,35.4182,2457.25,14.902,1.35254,7.55,0,2.34375,32,80,1.38696,1.01291,840.5
176,26.550,14.5098,35.4182,2411.75,17.2549,1.41602,8.76,0,2.34375,32,80,1.38748,1.01291,840.5
177,26.700,15.2941,35.4182,2418.5,20,1.51855,10.85,0,.78125,32,80,1.38696,1.00973,840.5
178,26.850,15.2941,35.4182,2469.5,21.9608,1.54785,11.4,2.34375,.78125,32,80,1.38696,1.00613,840.5
179,27.000,15.6863,35.4182,2453.75,22.7451,1.56738,11.76,7.03125,.78125,32,80,1.1909,1.00272,840.5
180,27.150,15.6863,35.4182,2464.75,23.9216,1.59668,12.47,9.375,.78125,32,80,1.07824,1.00089,840.3
181,27.300,16.0784,36.0395,2487.75,25.098,1.62598,13.24,10.1563,.78125,32,80,1.02032,.999882,840.3
182,27.450,16.4706,36.0395,2474.5,27.0588,1.66992,14.18,8.59375,.78125,32,80,.978288,.998753,840.3
183,27.600,16.4706,36.0395,2483.75,27.8431,1.6748,14.43,8.59375,.78125,32,80,.970296,.998509,839.7
184,27.750,16.4706,36.0395,2496.5,28.2353,1.68457,14.67,7.03125,.78125,32,80,.962428,.998265,839.7
185,27.900,16.4706,36.0395,2506,27.8431,1.6748,14.55,7.03125,.78125,32,80,.968314,.998448,839.7
186,28.050,16.4706,36.6609,2514.75,27.8431,1.67969,14.43,5.46875,.78125,32,80,.966911,.998417,839.1
187,28.200,16.4706,36.6609,2527.75,27.8431,1.67969,14.61,4.6875,.78125,32,80,.98091,.998845,839.1
188,28.350,16.4706,36.6609,2540.25,28.2353,1.71387,15.28,5.46875,.78125,32,80,.999698,.999424,839.1
189,28.500,16.4706,36.6609,2540.25,29.0196,1.71875,15.4,5.46875,.78125,32,79,1.00671,.999576,839.1
190,28.650,16.4706,37.2823,2554.75,28.6275,1.69922,15.1,5.46875,.78125,32,79,1.00528,.999546,838.6
191,28.800,16.4706,37.2823,2562.5,28.2353,1.71387,15.28,4.6875,.78125,32,79,.993324,.999241,838.6
192,28.950,16.4706,37.2823,2570.5,28.2353,1.69922,14.92,4.6875,.78125,32,80,.993385,.999241,838.6
193,29.100,16.4706,37.2823,2581,27.0588,1.67969,14.49,4.6875,.78125,32,79,.994392,.999271,838.1
194,29.250,16.4706,37.2823,2583.25,27.0588,1.68945,14.67,3.90625,.78125,32,79,.991525,.99918,838.1
195,29.400,16.0784,37.9036,2591,25.4902,1.64063,13.57,3.90625,.78125,32,79,.995306,.999302,838.1
196,29.550,15.2941,37.9036,2592.75,23.1373,1.57227,12.03,3.125,.78125,32,79,.981551,.998875,838.1
197,29.700,14.5098,37.9036,2589,18.8235,1.43555,9.23,.78125,.78125,32,79,.967643,.998448,837.8
198,29.850,14.1176,37.9036,2581.25,16.0784,1.40137,8.48,-7.03125,.78125,32,79,.93455,.997258,837.8
199,30.000,14.1176,37.9036,2605,15.2941,1.39648,8.39,0,2.34375,32,79,.959134,.998143,837.8
200,30.150,14.1176,37.9036,2607.5,15.2941,1.38672,8.3,9.375,2.34375,32,79,.99308,.999241,837.6
201,30.300,14.5098,37.9036,2605.75,15.6863,1.41113,8.66,9.375,2.34375,32,79,.957364,.998082,837.6
202,30.450,14.5098,37.2823,2602.25,16.0784,1.4209,8.9,.78125,2.34375,32,79,.919819,.996709,837.6
203,30.600,14.5098,37.9036,2586,16.8627,1.44531,9.33,-3.90625,.78125,32,79,.909693,.996344,837.6
204,30.750,14.5098,37.2823,2583.25,16.8627,1.43555,9.14,0,.78125,32,79,.970388,.998509,837.3
205,30.900,14.5098,37.9036,2585.75,16.8627,1.44043,9.23,4.6875,.78125,32,79,1.0313,1.00013,837.3
206,31.050,14.902,37.2823,2606.25,17.2549,1.46484,9.71,4.6875,.78125,32,79,1.03239,1.00016,837.3
207,31.200,14.902,37.2823,2591,18.8235,1.49902,10.44,9.375,.78125,32,79,1.02758,1.00003,837.1
208,31.350,15.2941,37.2823,2580.75,20.3922,1.53809,11.25,7.8125,.78125,32,79,.99918,.999424,837.1
209,31.500,16.0784,37.9036,2601.5,22.7451,1.61621,12.91,7.03125,.78125,32,79,.990518,.99915,837.1
210,31.650,16.4706,37.2823,2617.75,25.4902,1.67969,14.43,8.59375,.78125,32,79,1.00882,.999638,836.8
211,31.800,16.4706,37.2823,2581,27.0588,1.7041,14.86,9.375,.78125,32,79,1.01388,.999759,836.8
212,31.950,16.4706,37.9036,2596.75,27.451,1.69434,14.92,8.59375,.78125,32,79,.992958,.99921,836.8
213,32.100,16.4706,37.9036,2606.75,27.451,1.68457,14.61,7.03125,.78125,32,79,.976091,.998692,836.8
214,32.250,16.4706,37.9036,2603.25,26.6667,1.68457,14.55,6.25,.78125,32,79,.975085,.998661,836.3
215,32.400,16.4706,37.9036,2604.25,26.6667,1.68457,14.55,5.46875,.78125,32,79,.979782,.998814,836.3
216,32.550,16.4706,37.9036,2608,26.6667,1.68457,14.67,4.6875,.78125,32,79,.989755,.999119,836.3
217,32.700,16.4706,37.9036,2610.75,26.6667,1.68945,14.61,4.6875,.78125,32,79,.991372,.99918,836
218,32.850,16.4706,37.9036,2612.5,27.0588,1.69922,15.16,4.6875,.78125,32,79,.999851,.999424,836
219,33.000,16.8627,37.9036,2614.25,28.2353,1.74805,16.1,5.46875,.78125,32,79,1.00659,.999576,836
220,33.150,17.6471,37.9036,2618,33.3333,1.85547,19.48,6.25,.78125,32,79,1.02382,.999973,836
221,33.300,18.0392,37.9036,2625,35.6863,1.86035,19.78,7.8125,.78125,32,79,1.02367,.999973,835.6
222,33.450,17.2549,37.9036,2626.5,33.7255,1.81641,18.25,6.25,.78125,32,79,.983137,.998905,835.6
223,33.600,17.2549,37.9036,2633.75,31.7647,1.78711,17.5,4.6875,.78125,32,79,.977464,.998753,835.6
224,33.750,16.8627,37.9036,2632.5,30.5882,1.7627,16.73,3.90625,.78125,32,79,.990792,.99915,835.2
225,33.900,16.8627,37.9036,2631,30.1961,1.73828,16.24,3.90625,.78125,32,79,1.00174,.999485,835.2
226,34.050,16.8627,38.525,2644.25,29.0196,1.74805,16.24,4.6875,.78125,32,79,1.00851,.999638,835.2
227,34.200,16.8627,38.525,2643.5,29.0196,1.74316,16.24,4.6875,.78125,32,79,1.00964,.999638,834.9
228,34.350,16.8627,38.525,2647.25,29.4118,1.75293,16.31,5.46875,.78125,32,79,1.00851,.999638,834.9
229,34.500,16.4706,38.525,2640.5,28.6275,1.72852,15.54,5.46875,.78125,32,79,1.01172,.999698,834.9
230,34.650,16.4706,38.525,2642,26.6667,1.69434,14.92,4.6875,.78125,32,79,.986187,.999027,834.9
231,34.800,16.0784,38.525,2642.5,25.4902,1.65039,13.76,3.90625,.78125,32,79,.984997,.998966,834.6
232,34.950,16.0784,37.9036,2633.25,24.7059,1.63574,13.52,3.90625,.78125,32,79,.991982,.99918,834.6
233,35.100,15.6863,37.9036,2639.75,23.9216,1.61621,13.13,3.90625,.78125,32,79,.998814,.999393,834.6
234,35.250,15.2941,37.9036,2611.25,21.9608,1.5625,11.86,3.125,.78125,32,79,.983899,.998936,834.3
235,35.400,14.902,37.9036,2621,20.3922,1.50879,10.85,.78125,.78125,32,79,.964257,.998326,834.3
236,35.550,15.2941,37.9036,2602.75,19.2157,1.51367,10.69,-.78125,.78125,32,79,.961818,.998235,834.3
