sample,time,Throttle,SpeedMPH,RPM,CalcLoad,MAFVolts,MAF,STFT,LTFT,IAT,ECT,AFR,TargetAFR,CatTemp
752,112.950,16.0784,78.9141,3871.5,18.4314,1.69434,14.79,-25,.78125,33,84,.911584,.996404,910.3
753,113.100,16.0784,78.9141,3853,17.2549,1.67969,14.49,-24.2188,.78125,33,84,.948581,.997746,910.2
754,113.250,16.0784,78.2928,3847.5,16.8627,1.65527,13.88,-23.4375,.78125,33,84,.960567,.998204,910.2
755,113.400,15.6863,78.2928,3840.75,16.4706,1.64063,13.57,-21.875,.78125,33,84,.959347,.998143,910.2
756,113.550,15.6863,78.2928,3837.75,15.6863,1.60156,12.69,-20.3125,.78125,33,84,.941535,.997503,910.2
757,113.700,15.6863,78.2928,3831.5,15.2941,1.60156,12.69,-17.9688,.78125,33,84,.927474,.996984,910.1
758,113.850,15.2941,78.2928,3824,14.1176,1.57227,11.86,-18.75,.78125,33,84,.907375,.996252,910.1
759,114.000,15.2941,77.6714,3816.75,14.1176,1.54785,11.5,0,.78125,33,84,.929518,.997045,910.1
760,114.150,15.6863,77.6714,3810,14.5098,1.57715,12.03,0,.78125,34,84,1.0517,1.00046,906.8
761,114.300,15.6863,77.6714,3796.75,14.902,1.57715,12.14,0,.78125,34,84,1.2796,1.00397,906.8
762,114.450,15.6863,77.6714,3794.75,14.902,1.5918,12.47,0,.78125,34,84,1.38592,1.00687,906.8
763,114.600,15.6863,77.05,3788.25,15.2941,1.5918,12.47,0,.78125,34,84,1.38592,1.00763,904
764,114.750,15.6863,77.05,3782.75,15.2941,1.5918,12.47,0,.78125,34,84,1.38592,1.00796,904
765,114.900,15.6863,77.05,3777.5,15.2941,1.59668,12.52,0,.78125,34,84,1.38592,1.00802,904
766,115.050,15.6863,77.05,3769,15.2941,1.5918,12.41,0,.78125,34,84,1.38592,1.00812,904
767,115.200,15.6863,76.4287,3757.5,15.2941,1.58691,12.36,0,.78125,34,84,1.38592,1.00821,901.2
768,115.350,15.6863,76.4287,3751.75,15.2941,1.5918,12.41,0,.78125,34,84,1.38592,1.00836,901.2
769,115.500,15.6863,76.4287,3745.75,15.2941,1.59668,12.47,0,.78125,34,84,1.38592,1.00781,901.2
770,115.650,16.4706,76.4287,3747,17.2549,1.69922,14.92,1.5625,.78125,34,83,1.29222,1.00412,901.9
771,115.800,16.8627,76.4287,3745.25,20,1.75781,16.59,3.125,.78125,34,83,1.06784,1.00074,901.9
772,115.950,17.2549,76.4287,3742.5,21.9608,1.80664,17.94,-.78125,.78125,34,83,.961207,.998204,901.9
773,116.100,17.6471,76.4287,3742.25,23.1373,1.84082,19.25,-3.90625,.78125,34,83,.92049,.996709,901.9
774,116.250,18.0392,76.4287,3735.75,24.7059,1.875,20.33,-7.8125,0,34,83,.923784,.996832,901.5
775,116.400,18.4314,75.8073,3747.25,27.451,1.96289,23.02,-10.9375,0,34,83,.915884,.996557,901.5
776,116.550,18.4314,75.8073,3731,28.2353,1.95801,23.02,-15.625,0,34,83,.909998,.996344,901.5
777,116.700,18.4314,75.8073,3725.75,28.6275,1.95801,23.11,-21.0938,0,34,83,.892155,.995672,901
778,116.850,18.8235,75.8073,3723.5,29.4118,1.97266,23.57,-23.4375,0,34,83,.936442,.997319,901
779,117.000,20.3922,75.8073,3722.75,34.5098,2.12891,29.81,-23.4375,0,34,83,.982557,.998905,901
780,117.150,21.5686,75.8073,3724.5,42.3529,2.24609,35.37,-19.5313,0,34,83,1.02562,1,900.3
781,117.300,21.9608,75.8073,3731,45.8824,2.29004,37.68,-14.8438,0,34,83,1.04316,1.00034,900.3
782,117.450,23.1373,76.4287,3732.75,50.1961,2.36816,42.5,-12.5,0,34,83,1.02248,.999942,900.3
783,117.600,26.6667,76.4287,3753,69.8039,2.61719,58.76,-13.2813,0,34,83,.999485,.999424,900.3
784,117.750,28.2353,76.4287,3751.75,75.2941,2.67578,62.61,-10.1563,0,34,83,1.02343,.999942,903
785,117.900,28.2353,76.4287,3754,76.4706,2.66113,61.64,-9.375,0,34,83,1.01416,.999759,903
786,118.050,25.4902,77.05,3760.5,69.8039,2.54395,53.76,-10.1563,0,34,83,.987925,.999058,903
787,118.200,21.1765,77.05,3750.25,49.8039,2.23145,35.13,-8.59375,0,34,83,1.00934,.999638,902.9
788,118.350,18.4314,76.4287,3748,31.7647,1.97266,23.47,-7.8125,0,34,83,1.00519,.999546,902.9
789,118.500,18.0392,76.4287,3739.5,27.451,1.92383,22,-9.375,0,34,83,.972218,.99857,902.9
790,118.650,18.0392,76.4287,3742.75,27.0588,1.91895,21.67,-9.375,0,34,83,1.0015,.999485,902.9
791,118.800,18.4314,76.4287,3733.25,27.451,1.93848,22.25,-8.59375,0,34,83,.996039,.999333,902.7
792,118.950,19.2157,75.8073,3732.75,29.8039,2.00684,24.76,-9.375,0,34,83,.994056,.999271,902.7
793,119.100,21.1765,75.8073,3729.25,37.6471,2.21191,33.54,-8.59375,0,34,83,.991311,.99918,902.7
794,119.250,22.3529,76.4287,3730.5,47.0588,2.31445,39.29,-8.59375,0,34,83,.978318,.998753,901.7
795,119.400,23.1373,76.4287,3729.25,51.7647,2.39746,43.94,-8.59375,0,34,83,.981734,.998875,901.7
796,119.550,25.098,76.4287,3736.25,62.7451,2.53906,52.89,-7.8125,0,34,83,.993202,.999241,901.7
797,119.700,25.8824,76.4287,3737,67.8431,2.56836,55.01,-8.59375,0,34,83,.991433,.99918,903.6
798,119.850,25.8824,76.4287,3737.75,68.2353,2.56348,54.83,-8.59375,0,34,83,.997472,.999363,903.6
799,120.000,25.8824,76.4287,3742.75,68.6275,2.56836,55.37,-7.8125,0,34,83,1.00741,.999607,903.6
800,120.150,25.8824,76.4287,3743.75,68.6275,2.55859,55.01,-7.8125,0,34,83,1.00098,.999454,903.6
801,120.300,25.8824,76.4287,3752.75,68.6275,2.57813,56.26,-7.8125,0,34,83,1.00205,.999485,905.4
802,120.450,26.2745,76.4287,3754.75,70.5882,2.58789,56.62,-7.8125,0,34,83,1.00104,.999454,905.4
803,120.600,26.2745,77.05,3756,69.8039,2.57813,56.08,-7.03125,0,34,83,.99979,.999424,905.4
804,120.750,25.098,76.4287,3756.25,65.4902,2.50977,51.29,-7.8125,0,34,82,.994147,.999271,906.9
805,120.900,23.9216,77.05,3755.25,58.8235,2.44141,46.5,-8.59375,0,34,82,.993568,.999241,906.9
806,121.050,23.1373,76.4287,3750.75,54.902,2.3877,43.22,-9.375,0,34,82,.987224,.999058,906.9
807,121.200,22.7451,76.4287,3751,52.549,2.3584,41.77,-8.59375,0,34,82,.99003,.999119,906.9
808,121.350,22.3529,76.4287,3751.25,50.1961,2.33887,40.5,-9.375,0,34,82,.973164,.9986,906.4
809,121.500,22.3529,76.4287,3744.5,49.8039,2.33887,40.63,-8.59375,0,34,82,.989786,.999119,906.4
810,121.650,22.7451,76.4287,3745.75,50.5882,2.3584,41.48,-8.59375,0,34,82,.993629,.999241,906.4
811,121.800,22.7451,76.4287,3745.75,52.1569,2.36328,42.06,-10.1563,0,34,82,.995825,.999302,905.9
812,121.950,22.7451,76.4287,3743.25,51.3726,2.33887,40.63,-10.1563,0,34,82,1.01053,.999668,905.9
813,122.100,20.7843,76.4287,3736.75,44.7059,2.21191,33.9,-11.7188,0,34,82,.995215,.999302,905.9
814,122.250,20.3922,76.4287,3731.25,39.6078,2.16797,31.79,-11.7188,0,34,82,.983838,.998936,905.9
815,122.400,20.3922,75.8073,3726.25,39.2157,2.16309,31.35,-11.7188,0,34,82,.981337,.998875,905.1
816,122.550,20.7843,75.8073,3721,39.2157,2.16797,31.57,-11.7188,0,34,82,.987193,.999058,905.1
817,122.700,20.3922,75.8073,3713.25,39.6078,2.17285,31.79,-12.5,0,34,82,.994788,.999271,905.1
818,122.850,20.3922,75.8073,3705.5,39.2157,2.16797,31.57,-14.0625,0,34,82,.997777,.999363,904.3
819,123.000,20.3922,75.8073,3703.75,39.6078,2.17773,32.01,-14.0625,0,34,82,1.00986,.999668,904.3
820,123.150,20.3922,75.1859,3694.5,39.6078,2.16797,31.57,-13.2813,0,34,82,1.00311,.999515,904.3
821,123.300,20.7843,75.1859,3691.5,40,2.1875,32.34,-11.7188,0,34,82,1.00827,.999607,903.6
822,123.450,20.7843,75.1859,3685.5,40.7843,2.1875,32.45,-10.1563,0,34,82,.997503,.999363,903.6
823,123.600,20.7843,75.1859,3684.25,40.7843,2.19238,32.68,-10.1563,0,34,82,.982679,.998905,903.6
824,123.750,21.5686,75.1859,3678.75,43.9216,2.26563,36.35,-11.7188,0,34,82,.989572,.999119,903.6
825,123.900,21.9608,75.1859,3674,46.2745,2.28027,37.15,-10.9375,0,34,82,1.01922,.999851,902.5
826,124.050,22.3529,75.1859,3674.5,49.4118,2.33887,40.36,-10.1563,0,34,82,1.02135,.999912,902.5
827,124.200,22.7451,75.1859,3675.25,52.1569,2.3584,41.48,-6.25,0,34,82,1.03014,1.0001,902.5
828,124.350,23.1373,75.1859,3669.75,53.7255,2.39258,43.51,-5.46875,0,34,82,1.00318,.999515,902.5
829,124.500,23.5294,74.5645,3670.25,56.8628,2.41699,44.81,-5.46875,0,34,82,.991219,.99918,902.5
830,124.650,23.9216,75.1859,3671.75,58.0392,2.43164,46.18,-6.25,0,34,82,.990091,.999119,902.5
831,124.800,24.3137,74.5645,3669.5,59.2157,2.45605,47.46,-6.25,0,34,82,.9882,.999088,902.5
832,124.950,24.7059,75.1859,3668,61.1765,2.49023,49.69,-6.25,0,34,82,.999882,.999424,903.2
833,125.100,24.7059,75.1859,3672.5,62.3529,2.48535,49.69,-5.46875,0,34,82,1.0047,.999546,903.2
834,125.250,25.098,75.1859,3672.25,63.5294,2.5,50.49,-6.25,0,34,82,.996008,.999333,903.2
835,125.400,24.7059,75.1859,3669,63.5294,2.5,50.17,-6.25,0,34,82,.996801,.999333,904.5
836,125.550,24.7059,74.5645,3673.25,62.3529,2.4707,48.73,-7.03125,0,34,82,.99738,.999363,904.5
837,125.700,24.7059,75.1859,3672.75,62.3529,2.48047,49.53,-6.25,0,34,82,1.00934,.999638,904.5
838,125.850,24.7059,75.1859,3672.75,62.3529,2.48047,49.05,-5.46875,0,34,82,1.00107,.999454,905.7
839,126.000,24.7059,75.1859,3675.75,62.7451,2.49512,50.01,-5.46875,0,34,82,.995977,.999302,905.7
840,126.150,25.098,75.1859,3677.25,63.9216,2.50977,51.29,-5.46875,0,34,82,1.00205,.999485,905.7
841,126.300,25.098,75.1859,3675.25,64.7059,2.50977,50.97,-4.6875,0,34,82,1.00616,.999576,905.7
842,126.450,25.098,75.1859,3677.5,64.3137,2.51465,51.13,-4.6875,0,34,82,1.0043,.999546,907
843,126.600,25.098,75.1859,3681.75,65.098,2.50977,51.29,-3.90625,0,34,82,1.00314,.999515,907
844,126.750,24.7059,75.1859,3677.75,63.1373,2.49512,50.01,-4.6875,0,34,82,.988078,.999058,907
845,126.900,24.7059,75.1859,3679.25,62.7451,2.49023,50.01,-4.6875,0,34,82,.995154,.999302,908.1
846,127.050,24.7059,75.1859,3683,62.3529,2.48535,49.85,-4.6875,0,34,82,1.00162,.999485,908.1
847,127.200,24.7059,75.1859,3680.75,62.3529,2.48535,49.37,-4.6875,0,34,82,.993843,.999241,908.1
848,127.350,24.7059,75.1859,3685.75,62.7451,2.49023,50.17,-4.6875,0,34,82,.997472,.999363,908.1
849,127.500,24.7059,75.1859,3684,62.3529,2.48535,49.69,-5.46875,0,34,82,.994392,.999271,909.1
850,127.650,24.7059,75.1859,3687,62.3529,2.48047,49.21,-5.46875,0,34,82,1.00196,.999485,909.1
851,127.800,25.098,75.1859,3685.25,63.5294,2.50977,50.81,-4.6875,0,34,82,1.00418,.999515,909.1
852,127.950,25.098,75.1859,3684.25,63.5294,2.50488,50.97,-3.90625,0,34,82,1.00894,.999638,910.2
853,128.100,25.098,75.1859,3686.5,63.5294,2.5,50.33,-3.125,0,34,82,1.00357,.999515,910.2
854,128.250,24.7059,75.1859,3685.75,61.9608,2.46582,48.26,-3.90625,0,34,82,.992958,.99921,910.2
855,128.400,24.3137,75.1859,3687.75,60,2.45117,47.62,-3.90625,0,34,82,.989359,.999119,910.6
856,128.550,24.3137,75.1859,3687.5,59.6078,2.45117,47.46,-4.6875,0,34,82,.991037,.99915,910.6
857,128.700,24.3137,75.1859,3692.25,60,2.4707,48.26,-3.90625,0,34,82,1.00205,.999485,910.6
858,128.850,24.3137,75.1859,3689.25,60,2.46582,48.26,-4.6875,0,35,82,.998997,.999424,910.6
859,129.000,24.3137,75.1859,3687.75,61.5686,2.48047,49.05,-3.90625,0,35,81,.999546,.999424,911
860,129.150,24.7059,75.1859,3688,61.5686,2.48047,49.05,-5.46875,0,35,82,.990579,.99915,911
861,129.300,24.7059,75.1859,3691,61.9608,2.48535,49.37,-5.46875,0,35,81,.995916,.999302,911
862,129.450,24.7059,75.1859,3685.75,61.9608,2.49512,50.01,-5.46875,0,35,81,.998997,.999424,911.8
863,129.600,24.3137,75.1859,3689,60.7843,2.46094,47.78,-5.46875,0,35,81,.997503,.999363,911.8
864,129.750,24.3137,75.1859,3689.5,60.3922,2.45605,47.62,-4.6875,0,35,81,1.004,.999515,911.8
865,129.900,24.3137,75.1859,3685.75,60,2.45117,47.46,-4.6875,0,35,81,1.00116,.999454,911.8
866,130.050,24.3137,75.1859,3685.5,59.6078,2.45605,47.62,-3.90625,0,35,81,1.00311,.999515,912.2
867,130.200,24.7059,75.1859,3687,60.3922,2.48047,49.05,-3.125,0,35,81,1.00205,.999485,912.2
868,130.350,25.098,75.1859,3687.75,63.1373,2.50488,50.97,-2.34375,0,35,81,1.00653,.999576,912.2
869,130.500,25.098,75.1859,3687.25,63.5294,2.50488,50.49,-2.34375,0,35,81,.999942,.999424,913.1
870,130.650,24.7059,75.1859,3690.5,63.5294,2.5,50.33,-2.34375,0,35,81,.998235,.999393,913.1
871,130.800,24.7059,75.1859,3689.25,62.7451,2.4707,48.89,-2.34375,0,35,81,.990914,.99915,913.1
872,130.950,24.3137,75.1859,3687.25,60.7843,2.4707,48.42,-3.125,0,35,81,.982893,.998905,913.1
873,131.100,24.3137,75.1859,3685.5,60.3922,2.46094,48.26,-4.6875,0,35,81,.981825,.998875,913.6
874,131.250,24.3137,75.1859,3689.75,60.3922,2.4707,48.26,-3.90625,0,35,81,.998936,.999424,913.6
875,131.400,24.3137,75.1859,3685.5,61.1765,2.4707,48.42,-3.90625,0,35,81,1.00205,.999485,913.6
876,131.550,24.7059,75.1859,3689.5,62.3529,2.48535,49.69,-3.90625,0,35,81,1.00525,.999546,914.3
877,131.700,24.7059,75.1859,3687,62.3529,2.48535,49.69,-3.125,0,35,81,1.00424,.999546,914.3
878,131.850,24.7059,75.1859,3690.5,63.1373,2.5,50.33,-3.125,0,35,81,.998235,.999393,914.3
879,132.000,24.7059,75.1859,3690,62.7451,2.49023,50.01,-3.125,0,35,81,.995825,.999302,915
880,132.150,24.3137,75.1859,3689.25,61.5686,2.46582,48.1,-3.125,0,35,81,.994635,.999271,915
881,132.300,24.3137,75.1859,3688.75,60,2.45605,47.62,-3.90625,0,35,81,.987346,.999058,915
882,132.450,24.3137,75.1859,3688.5,60,2.45605,47.78,-3.125,0,35,81,1.00528,.999546,915
883,132.600,23.9216,75.1859,3689,59.6078,2.45117,47.46,-3.125,0,35,81,1.00119,.999454,915.1
884,132.750,24.7059,75.1859,3687.75,60.7843,2.48047,49.05,-3.125,0,35,81,1.00083,.999454,915.1
885,132.900,24.7059,75.1859,3691,62.7451,2.5,50.17,-2.34375,0,35,81,1.00022,.999454,915.1
886,133.050,24.7059,75.1859,3691,63.1373,2.50488,50.49,-2.34375,0,35,81,.995977,.999302,915.8
887,133.200,24.7059,75.1859,3688.5,62.7451,2.49023,50.01,-2.34375,0,35,81,.994239,.999271,915.8
888,133.350,24.3137,75.1859,3690.5,61.9608,2.46582,48.42,-3.125,0,35,81,.988261,.999088,915.8
889,133.500,24.3137,75.1859,3689.5,59.2157,2.45117,47.62,-3.90625,0,35,81,.986401,.999027,915.8
890,133.650,23.9216,75.1859,3690,58.8235,2.45117,47.3,-2.34375,0,35,81,1.00845,.999638,915.8
891,133.800,23.9216,75.1859,3692.5,59.6078,2.45605,47.46,-1.5625,0,35,81,1.00775,.999607,915.8
892,133.950,23.9216,75.1859,3691.5,59.6078,2.44141,46.98,-2.34375,0,35,81,.988627,.999088,915.8
893,134.100,24.3137,75.1859,3690,60.3922,2.47559,48.73,-1.5625,0,35,81,1.00485,.999546,915.8
894,134.250,24.7059,75.1859,3691,61.5686,2.47559,49.05,-1.5625,0,35,81,.994635,.999271,915.8
895,134.400,24.3137,75.1859,3696.75,61.1765,2.46582,48.42,-2.34375,0,35,81,.990549,.99915,915.8
896,134.550,24.3137,75.1859,3693.25,59.6078,2.45117,47.14,-3.125,0,35,81,.982069,.998875,915.7
897,134.700,23.5294,75.1859,3694.5,57.6471,2.42188,45.24,-2.34375,0,35,81,1.00311,.999515,915.7
898,134.850,23.5294,75.8073,3704.5,57.2549,2.42188,45.54,-3.125,0,35,81,.995154,.999302,915.7
899,135.000,22.7451,75.1859,3695.75,53.7255,2.36816,42.35,-3.125,0,35,81,.989054,.999088,915.7
900,135.150,22.7451,75.1859,3692.5,51.7647,2.36328,41.49,-2.34375,0,35,81,.99308,.999241,914.8
901,135.300,23.1373,75.1859,3691.5,53.3333,2.39258,43.65,-.78125,0,35,81,.996679,.999333,914.8
902,135.450,23.9216,75.1859,3695.5,56.8628,2.42676,45.54,0,0,35,81,.999882,.999424,914.8
903,135.600,24.3137,75.1859,3696.5,59.6078,2.45605,47.62,0,0,35,81,.995886,.999302,914.9
904,135.750,23.9216,75.1859,3695,59.2157,2.44141,46.66,-1.5625,0,35,81,.983412,.998936,914.9
905,135.900,23.5294,75.8073,3699,56.8628,2.42188,45.09,-2.34375,0,35,81,.987468,.999058,914.9
906,136.050,23.5294,75.1859,3689.5,55.6863,2.40723,44.23,-2.34375,0,35,81,.992866,.99921,914.9
907,136.200,23.5294,75.8073,3699.25,55.2941,2.40234,44.37,-2.34375,0,35,81,.998235,.999393,914.4
908,136.350,23.5294,75.1859,3702,55.6863,2.41211,44.66,-.78125,0,35,81,1.00644,.999576,914.4
909,136.500,23.1373,75.8073,3695.25,54.5098,2.3877,43.07,-1.5625,0,35,81,.994635,.999271,914.4
910,136.650,23.5294,75.1859,3711,55.6863,2.40723,44.66,0,0,35,81,.998174,.999393,913.9
911,136.800,23.5294,75.8073,3701.5,56.8628,2.41699,45.24,-.78125,0,35,81,.994849,.999271,913.9
912,136.950,23.5294,75.1859,3687.75,56.8628,2.41211,44.95,-1.5625,0,35,81,.993598,.999241,913.9
913,137.100,23.5294,75.1859,3694.25,56.0784,2.41699,44.95,-1.5625,0,35,81,.995886,.999302,913.9
914,137.250,23.9216,75.1859,3700.5,58.0392,2.43652,46.18,0,0,35,81,1.00644,.999576,913.6
915,137.400,23.5294,75.8073,3699.5,57.2549,2.42188,45.4,0,0,35,81,.998051,.999393,913.6
916,137.550,23.1373,75.8073,3701.75,54.1177,2.37793,42.64,-1.5625,0,35,81,.978989,.998783,913.6
917,137.700,22.7451,75.8073,3697.25,52.1569,2.34863,41.2,-.78125,0,35,81,.990518,.99915,912.8
918,137.850,22.7451,75.8073,3696,50.5882,2.33887,40.63,0,0,35,81,.985028,.998966,912.8
919,138.000,23.1373,75.8073,3701.75,52.549,2.38281,42.78,1.5625,0,35,81,.99674,.999333,912.8
920,138.150,23.1373,75.1859,3700.5,54.5098,2.39258,43.51,0,0,35,81,.991341,.99918,912.3
921,138.300,23.1373,75.8073,3701,53.3333,2.38281,43.07,-2.34375,0,35,81,.987956,.999058,912.3
922,138.450,22.7451,75.8073,3700.5,52.9412,2.36816,42.06,-3.125,0,35,81,.998905,.999393,912.3
923,138.600,22.3529,75.8073,3698,50.9804,2.3291,40.09,-2.34375,0,35,81,1.00031,.999454,912.3
924,138.750,22.3529,75.1859,3695.5,49.8039,2.3291,39.96,0,0,35,81,1.0087,.999638,911.4
925,138.900,22.7451,75.1859,3699.25,50.5882,2.34375,40.63,1.5625,0,35,81,.997228,.999363,911.4
926,139.050,22.7451,75.1859,3699,50.5882,2.34375,40.63,1.5625,0,35,81,.983228,.998936,911.4
927,139.200,23.1373,75.1859,3695.75,52.549,2.36816,41.92,0,0,35,81,.993476,.999241,910.6
928,139.350,23.1373,75.8073,3699,53.3333,2.37305,42.78,-1.5625,0,35,81,.997075,.999363,910.6
929,139.500,22.7451,75.1859,3699.25,52.9412,2.36328,41.77,-3.125,0,35,81,.996679,.999333,910.6
930,139.650,22.7451,75.8073,3700,51.3726,2.34863,41.2,-1.5625,0,35,81,.995002,.999302,910.6
931,139.800,22.3529,75.8073,3700.75,51.3726,2.33398,40.36,.78125,0,35,81,1.00705,.999607,909.9
932,139.950,21.9608,75.1859,3703,49.4118,2.30957,38.89,0,0,35,81,.97905,.998783,909.9
933,140.100,21.9608,75.8073,3700.5,47.0588,2.28516,37.41,-.78125,0,35,80,.980636,.998845,909.9
934,140.250,21.9608,75.8073,3698.5,47.0588,2.28516,37.28,-1.5625,0,35,80,.998936,.999393,908.7
935,140.400,21.9608,75.1859,3702.25,47.451,2.29492,37.95,0,0,35,80,1.00796,.999607,908.7
936,140.550,22.3529,75.8073,3703.5,49.4118,2.32422,39.83,0,0,35,80,1.00836,.999638,908.7
937,140.700,22.3529,75.8073,3700,50.9804,2.33887,40.36,0,0,35,80,.995245,.999302,906.7
938,140.850,22.3529,75.8073,3699.75,49.0196,2.31445,39.16,0,0,35,80,.979385,.998814,906.7
939,141.000,21.9608,75.8073,3703,48.2353,2.28516,37.68,0,0,35,80,.988261,.999088,906.7
940,141.150,21.5686,75.8073,3702,47.0588,2.28516,37.41,0,0,35,80,.985485,.998997,906.7
941,141.300,21.5686,75.8073,3698.25,45.4902,2.27051,36.36,0,0,35,80,.980788,.998845,904.3
942,141.450,21.9608,75.8073,3698,46.2745,2.27539,37.01,0,0,35,80,.997289,.999363,904.3
943,141.600,21.9608,75.8073,3699,47.0588,2.29492,37.95,0,0,35,80,.996465,.999333,904.3
944,141.750,21.9608,75.1859,3698.25,47.8431,2.30469,38.62,0,0,35,80,.989237,.999119,902.2
945,141.900,21.9608,75.8073,3701.5,48.6275,2.30469,38.89,0,0,35,80,.994361,.999271,902.2
946,142.050,21.5686,75.1859,3698,47.0588,2.26074,36.35,0,0,35,80,.988261,.999088,902.2
947,142.200,21.5686,75.8073,3696.75,45.098,2.24609,35.5,0,0,35,80,.98335,.998936,902.2
948,142.350,21.5686,75.8073,3697.75,44.3137,2.24609,35.5,0,0,35,80,.991403,.99918,900.1
949,142.500,21.5686,75.1859,3697.75,44.7059,2.25098,35.62,0,0,35,80,.998112,.999393,900.1
950,142.650,21.9608,75.1859,3696.5,45.8824,2.27051,36.88,0,0,35,80,.996587,.999333,900.1
951,142.800,21.9608,75.1859,3695.75,47.0588,2.2998,38.08,0,0,35,80,1.00741,.999607,898.1
952,142.950,22.3529,75.1859,3697.25,49.0196,2.31445,39.02,0,0,35,80,.997472,.999363,898.1
953,143.100,22.3529,75.1859,3698.75,49.0196,2.31934,39.42,0,0,35,80,.995581,.999302,898.1
954,143.250,21.9608,75.8073,3698.75,48.6275,2.28516,37.55,0,0,35,80,.991341,.99918,898.1
955,143.400,21.9608,75.1859,3693.25,47.0588,2.28516,37.28,0,0,35,80,.992592,.99921,896.3
956,143.550,21.9608,75.1859,3699,46.2745,2.27051,36.74,0,0,35,80,.990549,.99915,896.3
957,143.700,21.5686,75.1859,3696.5,46.2745,2.25586,35.99,0,0,35,80,1.00342,.999515,896.3
958,143.850,21.5686,75.8073,3695.75,45.8824,2.26074,36.35,0,0,35,80,1.00089,.999454,894.3
959,144.000,21.9608,75.1859,3696.75,47.451,2.30957,38.89,0,0,35,80,1.00955,.999638,894.3
960,144.150,21.9608,75.8073,3697.25,49.0196,2.30957,38.75,0,0,35,80,.994544,.999271,894.3
961,144.300,21.9608,75.8073,3694.75,49.0196,2.30957,38.62,0,0,35,80,.982924,.998905,892.7
962,144.450,21.9608,75.8073,3695.25,48.2353,2.30469,38.62,0,0,35,80,.986553,.999027,892.7
963,144.600,21.5686,75.8073,3699.25,47.0588,2.27539,36.74,0,0,35,80,.981581,.998875,892.7
964,144.750,21.5686,75.1859,3694.5,45.4902,2.25098,35.62,0,0,35,80,.991677,.99918,892.7
965,144.900,21.5686,75.8073,3695.5,44.7059,2.24609,35.5,0,0,35,80,.995916,.999302,890.9
966,145.050,21.5686,75.1859,3696.5,44.3137,2.24121,35.5,0,0,35,80,.989816,.999119,890.9
967,145.200,21.9608,75.8073,3697.25,46.6667,2.28027,37.55,0,0,35,80,1.00186,.999485,890.9
968,145.350,21.9608,75.1859,3694.75,47.451,2.2998,38.22,0,0,35,80,1.00205,.999485,889.4
969,145.500,21.9608,75.8073,3698.75,47.451,2.29004,37.95,0,0,35,80,.993598,.999241,889.4
970,145.650,21.9608,75.1859,3700,46.2745,2.28027,37.41,0,0,35,80,.986309,.999027,889.4
971,145.800,21.5686,75.8073,3700.5,46.2745,2.27539,36.88,0,0,35,80,.997441,.999363,889.4
972,145.950,21.5686,75.8073,3698,44.7059,2.25098,35.74,0,0,35,80,.99369,.999241,887.8
973,146.100,21.1765,75.1859,3696.25,44.7059,2.24609,35.37,0,0,35,80,.999942,.999424,887.8
974,146.250,21.5686,75.1859,3695,44.3137,2.24121,35.37,0,0,35,80,.989633,.999119,887.8
975,146.400,21.5686,75.1859,3694.75,44.3137,2.24121,35.13,0,0,35,80,.995123,.999302,886.2
976,146.550,21.9608,75.1859,3698.75,45.8824,2.26563,36.74,0,0,35,80,1.00729,.999607,886.2
977,146.700,21.9608,75.8073,3697.75,46.6667,2.28027,37.15,0,0,35,80,1.00848,.999638,886.2
978,146.850,21.9608,75.8073,3698.25,46.6667,2.27539,37.15,0,0,35,80,.999027,.999424,884.8
979,147.000,21.5686,75.1859,3696.5,45.8824,2.26074,36.11,0,0,35,80,.992714,.99921,884.8
980,147.150,21.5686,75.8073,3697.25,44.7059,2.24609,35.25,0,0,35,80,.993629,.999241,884.8
981,147.300,21.1765,75.1859,3695.75,43.9216,2.22656,34.52,0,0,35,80,.996862,.999333,884.8
982,147.450,21.1765,75.1859,3695.25,43.9216,2.24121,35.37,0,0,35,80,.994331,.999271,883.4
983,147.600,21.5686,75.1859,3698.5,44.3137,2.24609,35.5,0,0,35,80,.995703,.999302,883.4
984,147.750,21.5686,75.1859,3693.75,45.098,2.26563,36.23,0,0,35,80,.999821,.999424,883.4
985,147.900,21.9608,75.1859,3695.5,46.6667,2.27539,37.01,0,0,35,80,1.01123,.999698,882.1
986,148.050,21.9608,75.1859,3694.25,47.451,2.28027,37.41,0,0,35,80,1.00177,.999485,882.1
987,148.200,21.9608,75.1859,3696,47.0588,2.28516,37.68,0,0,35,80,.991341,.99918,882.1
988,148.350,21.9608,75.1859,3696.25,47.451,2.28027,37.41,0,0,35,80,.98762,.999058,882.1
989,148.500,21.5686,75.1859,3693.25,45.8824,2.26563,36.23,0,0,35,80,.985638,.998997,880.8
990,148.650,21.5686,75.8073,3692.75,44.7059,2.25586,36.11,0,0,35,80,.993598,.999241,880.8
991,148.800,21.5686,75.1859,3696.25,45.8824,2.27051,36.74,0,0,35,80,1.00741,.999607,880.8
992,148.950,21.5686,75.1859,3694,45.8824,2.26563,36.61,0,0,35,80,.997503,.999363,879.5
993,149.100,21.9608,75.1859,3693.5,45.8824,2.28027,37.15,0,0,35,80,1.00418,.999515,879.5
994,149.250,21.9608,75.1859,3695.75,47.451,2.29492,38.22,0,0,35,80,1.00949,.999638,879.5
